1,1,632.14,760.73,98.89,249.75,0.95,-1,-1,-1
1,2,1729.35,456.30,78.30,215.32,0.95,-1,-1,-1
1,3,102.52,548.10,81.25,249.08,0.94,-1,-1,-1
1,4,287.21,124.62,54.34,168.33,0.94,-1,-1,-1
1,5,371.59,409.39,82.35,240.30,0.94,-1,-1,-1
1,6,355.73,104.88,53.33,176.26,0.94,-1,-1,-1
1,7,1359.45,566.66,105.30,242.66,0.94,-1,-1,-1
1,8,1489.05,68.89,51.30,147.61,0.94,-1,-1,-1
1,9,1636.20,261.23,62.10,184.27,0.93,-1,-1,-1
1,10,336.66,85.05,48.09,174.66,0.93,-1,-1,-1
1,11,489.04,40.25,49.95,158.20,0.93,-1,-1,-1
1,12,226.63,399.94,63.79,198.45,0.93,-1,-1,-1
1,13,261.23,69.27,52.65,174.40,0.93,-1,-1,-1
1,14,1033.43,133.14,76.95,180.23,0.93,-1,-1,-1
1,15,796.50,146.56,56.70,176.77,0.93,-1,-1,-1
1,16,704.03,-4.68,52.65,162.13,0.93,-1,-1,-1
1,17,538.65,62.02,43.20,173.22,0.93,-1,-1,-1
1,18,270.84,90.87,51.98,171.03,0.93,-1,-1,-1
1,19,550.80,-41.91,37.80,130.51,0.92,-1,-1,-1
1,20,222.41,127.91,46.58,163.35,0.92,-1,-1,-1
1,21,209.25,98.80,40.84,171.53,0.92,-1,-1,-1
1,22,260.04,365.85,63.79,216.00,0.92,-1,-1,-1
1,23,1559.25,255.15,56.70,187.65,0.92,-1,-1,-1
1,24,504.90,133.23,51.30,174.23,0.91,-1,-1,-1
1,25,876.15,122.77,55.35,173.56,0.91,-1,-1,-1
1,26,514.35,143.52,88.42,185.20,0.91,-1,-1,-1
1,27,907.20,127.74,52.65,166.73,0.91,-1,-1,-1
1,28,242.16,83.53,52.99,169.59,0.91,-1,-1,-1
1,29,461.70,83.62,52.65,169.51,0.90,-1,-1,-1
1,30,411.41,91.04,52.65,169.17,0.90,-1,-1,-1
1,31,1794.15,204.53,56.70,185.96,0.90,-1,-1,-1
1,32,372.60,77.08,46.58,152.59,0.89,-1,-1,-1
1,33,1101.60,209.76,62.10,180.39,0.89,-1,-1,-1
1,34,1453.95,247.05,51.30,173.48,0.89,-1,-1,-1
1,35,758.03,-78.98,40.50,129.52,0.89,-1,-1,-1
1,36,1037.47,-39.45,44.55,120.74,0.88,-1,-1,-1
1,37,1417.50,197.78,45.90,168.41,0.88,-1,-1,-1
1,38,1092.83,978.08,81.00,221.40,0.87,-1,-1,-1
1,39,-40.63,880.20,82.90,263.25,0.87,-1,-1,-1
1,40,1001.03,-46.32,41.85,125.04,0.83,-1,-1,-1
1,41,1209.60,-12.15,71.55,147.91,0.82,-1,-1,-1
1,42,915.30,-97.62,37.80,108.00,0.73,-1,-1,-1
2,1,632.10,760.73,98.93,249.87,0.96,-1,-1,-1
2,2,1729.25,456.42,78.26,215.21,0.95,-1,-1,-1
2,3,102.54,548.13,81.26,249.10,0.94,-1,-1,-1
2,4,287.16,124.36,54.44,168.65,0.95,-1,-1,-1
2,5,371.60,409.42,82.33,240.24,0.94,-1,-1,-1
2,6,355.75,104.82,53.33,176.29,0.94,-1,-1,-1
2,7,1359.63,566.96,105.18,242.37,0.94,-1,-1,-1
2,8,1489.06,68.87,51.27,147.53,0.94,-1,-1,-1
2,9,1636.08,261.14,62.10,184.27,0.94,-1,-1,-1
2,10,336.63,85.03,48.12,174.75,0.93,-1,-1,-1
2,11,489.07,40.25,49.95,158.20,0.94,-1,-1,-1
2,12,226.48,399.85,63.86,198.68,0.93,-1,-1,-1
2,13,261.26,69.23,52.63,174.33,0.93,-1,-1,-1
2,14,1033.43,133.17,76.95,180.23,0.93,-1,-1,-1
2,15,796.46,146.62,56.67,176.68,0.94,-1,-1,-1
2,16,704.05,-4.58,52.61,161.99,0.94,-1,-1,-1
2,17,538.74,62.03,43.14,172.97,0.93,-1,-1,-1
2,18,270.73,90.89,52.08,171.39,0.92,-1,-1,-1
2,19,550.79,-41.94,37.81,130.55,0.92,-1,-1,-1
2,20,222.36,127.84,46.63,163.53,0.93,-1,-1,-1
2,21,209.25,98.85,40.89,171.75,0.92,-1,-1,-1
2,22,259.94,365.79,63.77,215.94,0.92,-1,-1,-1
2,23,1559.11,255.12,56.75,187.83,0.92,-1,-1,-1
