1,1,633.49,760.05,95.51,247.05,0.96,-1,-1,-1
1,2,371.59,409.05,82.35,242.32,0.94,-1,-1,-1
1,3,102.85,549.11,81.76,248.06,0.94,-1,-1,-1
1,4,1730.70,456.30,75.60,216.00,0.94,-1,-1,-1
1,5,227.14,401.62,62.10,198.45,0.93,-1,-1,-1
1,6,287.04,124.62,54.00,169.68,0.93,-1,-1,-1
1,7,207.90,95.60,41.18,176.43,0.93,-1,-1,-1
1,8,356.06,104.54,51.98,177.61,0.92,-1,-1,-1
1,9,550.12,-41.07,37.12,128.48,0.92,-1,-1,-1
1,10,1634.85,262.24,62.10,183.60,0.92,-1,-1,-1
1,11,1360.12,563.29,103.28,247.39,0.92,-1,-1,-1
1,12,702.68,-4.60,55.35,163.39,0.92,-1,-1,-1
1,13,795.83,145.88,59.40,177.44,0.92,-1,-1,-1
1,14,1038.83,134.75,71.55,179.80,0.92,-1,-1,-1
1,15,221.40,128.42,47.25,165.38,0.92,-1,-1,-1
1,16,488.70,40.20,51.30,162.80,0.92,-1,-1,-1
1,17,1487.70,68.72,54.00,149.13,0.92,-1,-1,-1
1,18,504.90,133.06,51.97,173.73,0.91,-1,-1,-1
1,19,258.36,365.51,64.80,222.08,0.91,-1,-1,-1
1,20,270.00,92.56,50.62,174.74,0.91,-1,-1,-1
1,21,336.49,86.32,49.95,178.28,0.91,-1,-1,-1
1,22,462.04,85.73,53.32,169.26,0.91,-1,-1,-1
1,23,538.65,61.47,44.55,166.01,0.91,-1,-1,-1
1,24,412.43,92.22,54.67,170.35,0.90,-1,-1,-1
1,25,906.53,127.91,55.35,165.71,0.90,-1,-1,-1
1,26,876.15,122.26,55.35,176.43,0.90,-1,-1,-1
1,27,1101.60,209.76,60.75,181.07,0.90,-1,-1,-1
1,28,515.03,141.41,87.75,186.98,0.90,-1,-1,-1
1,29,260.21,69.61,51.30,161.92,0.89,-1,-1,-1
1,30,1418.85,200.64,45.90,163.18,0.88,-1,-1,-1
1,31,1452.60,248.06,51.30,173.81,0.88,-1,-1,-1
1,32,240.98,83.66,52.31,166.94,0.88,-1,-1,-1
1,33,1094.85,978.75,79.65,220.05,0.87,-1,-1,-1
1,34,371.25,76.91,49.95,155.12,0.87,-1,-1,-1
1,35,1036.80,-39.42,44.55,121.44,0.87,-1,-1,-1
1,36,1557.90,253.13,59.40,189.68,0.87,-1,-1,-1
1,37,1791.45,205.20,62.10,184.27,0.87,-1,-1,-1
1,38,758.03,-81.13,40.50,133.14,0.86,-1,-1,-1
1,39,-35.65,880.20,80.87,260.55,0.84,-1,-1,-1
1,40,1210.28,-11.94,71.55,149.98,0.83,-1,-1,-1
1,41,996.98,-48.30,44.55,126.73,0.81,-1,-1,-1
1,42,915.30,-99.73,37.80,109.10,0.77,-1,-1,-1
2,1,633.47,760.05,95.52,247.05,0.96,-1,-1,-1
2,2,371.60,409.11,82.33,242.27,0.94,-1,-1,-1
2,3,102.83,549.11,81.78,248.12,0.94,-1,-1,-1
2,4,1730.72,456.39,75.56,215.88,0.94,-1,-1,-1
2,5,227.04,401.62,62.12,198.51,0.94,-1,-1,-1
2,6,287.03,124.65,53.99,169.65,0.93,-1,-1,-1
2,7,207.88,95.64,41.16,176.38,0.93,-1,-1,-1
2,8,356.12,104.48,51.99,177.64,0.93,-1,-1,-1
2,9,550.15,-41.12,37.14,128.53,0.93,-1,-1,-1
2,10,1634.85,262.16,62.10,183.59,0.94,-1,-1,-1
2,11,1360.20,563.61,103.12,247.01,0.92,-1,-1,-1
2,12,702.77,-4.48,55.27,163.17,0.93,-1,-1,-1
2,13,795.79,145.97,59.35,177.29,0.93,-1,-1,-1
2,14,1038.68,134.71,71.60,179.93,0.92,-1,-1,-1
2,15,221.36,128.40,47.25,165.38,0.92,-1,-1,-1
2,16,488.80,40.27,51.27,162.70,0.92,-1,-1,-1
2,17,1487.72,68.73,53.96,149.01,0.93,-1,-1,-1
2,18,504.84,133.03,51.98,173.76,0.92,-1,-1,-1
2,19,258.17,365.42,64.82,222.13,0.92,-1,-1,-1
2,20,269.97,92.76,50.63,174.77,0.91,-1,-1,-1
2,21,336.46,86.39,49.95,178.30,0.91,-1,-1,-1
2,22,462.16,85.83,53.14,168.64,0.92,-1,-1,-1
2,23,538.80,61.50,44.42,165.54,0.90,-1,-1,-1
2,24,412.44,92.09,54.65,170.28,0.91,-1,-1,-1
